station_name,city,datetime,air_temperature,air_temperature_dew_point,wind_speed_rate,visibility_distance,Season_name,month,hour
AL BAHA,AL BAHA,2025-02-15 00:00:00,15.7,6,0,10000,Winter,2,0
KING KHALED INTL,KING KHALED INTL,2025-02-15 00:00:00,14.2,12,3.1,5000,Winter,2,0
GASSIM,GASSIM,2025-02-15 00:00:00,11,9,3.6,8000,Winter,2,0
AL JOUF,AL JOUF,2025-02-15 00:00:00,8,-2,2.6,9900,Winter,2,0
YENBO,YENBO,2025-02-15 00:00:00,21,11,2.1,10000,Winter,2,0
QAISUMAH,QAISUMAH,2025-02-15 00:00:00,13.5,12,2.1,10000,Winter,2,0
KING ABDULAZIZ AB,KING ABDULAZIZ AB,2025-02-15 00:00:00,16,16,5.7,4000,Winter,2,0
ARAR,ARAR,2025-02-15 00:00:00,5.8,-6,1.5,10000,Winter,2,0
GURIAT,GURIAT,2025-02-15 00:00:00,2.8,-9,2.1,10000,Winter,2,0
TURAIF,TURAIF,2025-02-15 00:00:00,2.4,-9,3.1,10000,Winter,2,0
BISHA,BISHA,2025-02-15 00:00:00,17.6,6,1.5,10000,Winter,2,0
SHARURAH,SHARURAH,2025-02-15 00:00:00,16.2,1,3.1,7000,Winter,2,0
RAFHA,RAFHA,2025-02-15 00:00:00,10.1,-1,4.6,10000,Winter,2,0
AL AHSA,AL AHSA,2025-02-15 00:00:00,16,11,5.7,8000,Winter,2,0
TABUK,TABUK,2025-02-15 00:00:00,8,-4,0,9900,Winter,2,0
HAIL,HAIL,2025-02-15 00:00:00,11.4,1,4.1,10000,Winter,2,0
HAIL,HAIL,2025-02-15 00:00:00,11,1,4.1,9999,Winter,2,0
GASSIM,GASSIM,2025-02-15 00:00:00,11.3,9,3.6,8000,Winter,2,0
ARAR,ARAR,2025-02-15 00:00:00,6,-6,1.5,9900,Winter,2,0
WEJH,WEJH,2025-02-15 00:00:00,16.2,3,1.5,10000,Winter,2,0
WADI AL DAWASIR,WADI AL DAWASIR,2025-02-15 00:00:00,22,8,8.2,9900,Winter,2,0
YENBO,YENBO,2025-02-15 00:00:00,21,11,2.1,9999,Winter,2,0
DAMMAM (KING FAHD INT. AIRPORT),DAMMAM (KING FAHD INT. AIRPORT),2025-02-15 00:00:00,16,13,6.2,6000,Winter,2,0
MINA,MINA,2025-02-15 00:00:00,24,17,2.1,10000,Winter,2,0
SHARURAH,SHARURAH,2025-02-15 00:00:00,16,1,3.1,7000,Winter,2,0
AL BAHA,AL BAHA,2025-02-15 00:00:00,16,6,0,9900,Winter,2,0
TABUK,TABUK,2025-02-15 00:00:00,8.3,-4,0,10000,Winter,2,0
PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,2025-02-15 00:00:00,16,-1,5.1,9999,Winter,2,0
AL JOUF,AL JOUF,2025-02-15 00:00:00,8.2,-2,2.6,10000,Winter,2,0
QAISUMAH,QAISUMAH,2025-02-15 00:00:00,14,12,2.1,9999,Winter,2,0
RAFHA,RAFHA,2025-02-15 00:00:00,10,-1,4.6,9900,Winter,2,0
TURAIF,TURAIF,2025-02-15 00:00:00,2,-9,3.1,9900,Winter,2,0
KING KHALED INTL,KING KHALED INTL,2025-02-15 00:00:00,14,12,3.1,5000,Winter,2,0
ABHA,ABHA,2025-02-15 00:00:00,16,12,6.2,10000,Winter,2,0
ABHA,ABHA,2025-02-15 00:00:00,16,12,6.2,9999,Winter,2,0
BISHA,BISHA,2025-02-15 00:00:00,18,6,1.5,9900,Winter,2,0
KING KHALED AB,KING KHALED AB,2025-02-15 00:00:00,19,-1,6.2,10000,Winter,2,0
NEJRAN,NEJRAN,2025-02-15 00:00:00,18,3,0,3000,Winter,2,0
GURIAT,GURIAT,2025-02-15 00:00:00,3,-9,2.1,9900,Winter,2,0
PRINCE MOHAMMAD BIN ABDULAZIZ,PRINCE MOHAMMAD BIN ABDULAZIZ,2025-02-15 00:00:00,18.4,14,6.2,10000,Winter,2,0
DAMMAM (KING FAHD INT. AIRPORT),DAMMAM (KING FAHD INT. AIRPORT),2025-02-15 00:00:00,16,13,6.2,6000,Winter,2,0
KING ABDULLAH BIN ABDULAZIZ,KING ABDULLAH BIN ABDULAZIZ,2025-02-15 00:00:00,27.1,23,2.1,10000,Winter,2,0
TAIF,TAIF,2025-02-15 00:00:00,15,14,0,1500,Winter,2,0
TAIF,TAIF,2025-02-15 00:00:00,15,14,0,1500,Winter,2,0
KING KHALED AB,KING KHALED AB,2025-02-15 00:00:00,19,-1,6.2,9900,Winter,2,0
WADI AL DAWASIR,WADI AL DAWASIR,2025-02-15 00:00:00,21.7,8,8.2,10000,Winter,2,0
WEJH,WEJH,2025-02-15 00:00:00,16,3,1.5,9900,Winter,2,0
PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,2025-02-15 00:00:00,15.7,-1,5.1,10000,Winter,2,0
KING ABDULLAH BIN ABDULAZIZ,KING ABDULLAH BIN ABDULAZIZ,2025-02-15 00:00:00,27,23,2.1,9999,Winter,2,0
KING ABDULAZIZ INTL,KING ABDULAZIZ INTL,2025-02-15 00:00:00,23.9,19,3.1,10000,Winter,2,0
KING ABDULAZIZ INTL,KING ABDULAZIZ INTL,2025-02-15 00:00:00,24,19,3.1,9999,Winter,2,0
NEJRAN,NEJRAN,2025-02-15 00:00:00,17.5,3,0,3000,Winter,2,0
PRINCE SALMAN BIN ABDULAZIZ,PRINCE SALMAN BIN ABDULAZIZ,2025-02-15 00:00:00,14,14,5.1,9999,Winter,2,0
AL-DAWADAMI,AL-DAWADAMI,2025-02-15 00:00:00,14,14,5.1,10000,Winter,2,0
AL AHSA,AL AHSA,2025-02-15 00:00:00,16.4,11,5.7,8000,Winter,2,0
PRINCE MOHAMMAD BIN ABDULAZIZ,PRINCE MOHAMMAD BIN ABDULAZIZ,2025-02-15 00:00:00,18,14,6.2,9999,Winter,2,0
AL AHSA,AL AHSA,2025-02-14 23:00:00,16,12,4.1,8000,Winter,2,23
YENBO,YENBO,2025-02-14 23:00:00,21,11,1.5,9999,Winter,2,23
TURAIF,TURAIF,2025-02-14 23:00:00,3,-9,3.1,9900,Winter,2,23
KING KHALED AB,KING KHALED AB,2025-02-14 23:00:00,19,0,0,9999,Winter,2,23
HAIL,HAIL,2025-02-14 23:00:00,11,1,1,9900,Winter,2,23
ARAR,ARAR,2025-02-14 23:00:00,6,-6,2.6,9900,Winter,2,23
GURIAT,GURIAT,2025-02-14 23:00:00,4,-9,2.1,9900,Winter,2,23
SHARURAH,SHARURAH,2025-02-14 23:00:00,19,-4,0,9900,Winter,2,23
TAIF,TAIF,2025-02-14 23:00:00,15,14,0,3000,Winter,2,23
TABUK,TABUK,2025-02-14 23:00:00,8,-4,0,9900,Winter,2,23
GASSIM,GASSIM,2025-02-14 23:00:00,12,9,3.6,9999,Winter,2,23
QAISUMAH,QAISUMAH,2025-02-14 23:00:00,14,11,2.1,9999,Winter,2,23
WEJH,WEJH,2025-02-14 23:00:00,16,4,2.1,9900,Winter,2,23
PRINCE SALMAN BIN ABDULAZIZ,PRINCE SALMAN BIN ABDULAZIZ,2025-02-14 23:00:00,14,14,7.2,9999,Winter,2,23
RAFHA,RAFHA,2025-02-14 23:00:00,11,-1,4.6,9900,Winter,2,23
KING ABDULAZIZ AB,KING ABDULAZIZ AB,2025-02-14 23:00:00,15,15,3.6,4000,Winter,2,23
DAMMAM (KING FAHD INT. AIRPORT),DAMMAM (KING FAHD INT. AIRPORT),2025-02-14 23:00:00,15,14,4.1,5000,Winter,2,23
NEJRAN,NEJRAN,2025-02-14 23:00:00,18,3,0,3000,Winter,2,23
PRINCE MOHAMMAD BIN ABDULAZIZ,PRINCE MOHAMMAD BIN ABDULAZIZ,2025-02-14 23:00:00,19,14,5.1,9999,Winter,2,23
KING ABDULAZIZ INTL,KING ABDULAZIZ INTL,2025-02-14 23:00:00,24,18,3.1,9999,Winter,2,23
WADI AL DAWASIR,WADI AL DAWASIR,2025-02-14 23:00:00,22,7,7.2,9900,Winter,2,23
AL BAHA,AL BAHA,2025-02-14 23:00:00,17,6,1,9900,Winter,2,23
ABHA,ABHA,2025-02-14 23:00:00,18,6,4.1,9999,Winter,2,23
BISHA,BISHA,2025-02-14 23:00:00,19,7,2.1,9900,Winter,2,23
PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,2025-02-14 23:00:00,16,-1,4.1,9900,Winter,2,23
KING ABDULLAH BIN ABDULAZIZ,KING ABDULLAH BIN ABDULAZIZ,2025-02-14 23:00:00,27,23,3.1,9999,Winter,2,23
KING KHALED INTL,KING KHALED INTL,2025-02-14 23:00:00,15,14,3.6,5000,Winter,2,23
AL JOUF,AL JOUF,2025-02-14 23:00:00,8,-2,1.5,9900,Winter,2,23
AL BAHA,AL BAHA,2025-02-14 22:00:00,17,8,1,9900,Winter,2,22
TABUK,TABUK,2025-02-14 22:00:00,10,-3,2.6,9900,Winter,2,22
WEJH,WEJH,2025-02-14 22:00:00,17,4,2.1,9900,Winter,2,22
KING ABDULAZIZ INTL,KING ABDULAZIZ INTL,2025-02-14 22:00:00,24,18,2.1,9999,Winter,2,22
KING KHALED AB,KING KHALED AB,2025-02-14 22:00:00,19,2,3.1,9999,Winter,2,22
TURAIF,TURAIF,2025-02-14 22:00:00,5,-8,3.1,9900,Winter,2,22
GASSIM,GASSIM,2025-02-14 22:00:00,13,8,5.1,9999,Winter,2,22
ARAR,ARAR,2025-02-14 22:00:00,7,-5,1.5,9900,Winter,2,22
GURIAT,GURIAT,2025-02-14 22:00:00,5,-8,0,9900,Winter,2,22
BISHA,BISHA,2025-02-14 22:00:00,19,7,2.1,9900,Winter,2,22
WADI AL DAWASIR,WADI AL DAWASIR,2025-02-14 22:00:00,23,8,8.2,9900,Winter,2,22
DAMMAM (KING FAHD INT. AIRPORT),DAMMAM (KING FAHD INT. AIRPORT),2025-02-14 22:00:00,15,15,2.1,5000,Winter,2,22
KING ABDULLAH BIN ABDULAZIZ,KING ABDULLAH BIN ABDULAZIZ,2025-02-14 22:00:00,27,23,1.5,9999,Winter,2,22
TAIF,TAIF,2025-02-14 22:00:00,16,15,0,5000,Winter,2,22
AL AHSA,AL AHSA,2025-02-14 22:00:00,15,12,2.6,8000,Winter,2,22
KING ABDULAZIZ AB,KING ABDULAZIZ AB,2025-02-14 22:00:00,15,14,2.1,4000,Winter,2,22
KING KHALED INTL,KING KHALED INTL,2025-02-14 22:00:00,15,15,3.1,5000,Winter,2,22
RAFHA,RAFHA,2025-02-14 22:00:00,11,-1,5.1,9900,Winter,2,22
PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,2025-02-14 22:00:00,17,-1,3.1,9900,Winter,2,22
PRINCE MOHAMMAD BIN ABDULAZIZ,PRINCE MOHAMMAD BIN ABDULAZIZ,2025-02-14 22:00:00,20,15,5.7,9999,Winter,2,22
YENBO,YENBO,2025-02-14 22:00:00,22,12,1.5,9999,Winter,2,22
HAIL,HAIL,2025-02-14 22:00:00,11,0,3.1,9900,Winter,2,22
SHARURAH,SHARURAH,2025-02-14 22:00:00,20,-4,0,9900,Winter,2,22
PRINCE SALMAN BIN ABDULAZIZ,PRINCE SALMAN BIN ABDULAZIZ,2025-02-14 22:00:00,14,14,8.2,9999,Winter,2,22
ABHA,ABHA,2025-02-14 22:00:00,19,4,3.6,9999,Winter,2,22
QAISUMAH,QAISUMAH,2025-02-14 22:00:00,14,9,2.1,9999,Winter,2,22
NEJRAN,NEJRAN,2025-02-14 22:00:00,19,4,0,3000,Winter,2,22
AL JOUF,AL JOUF,2025-02-14 22:00:00,9,-2,2.1,9900,Winter,2,22
TAIF,TAIF,2025-02-14 21:00:00,16.6,16,0,5000,Winter,2,21
TAIF,TAIF,2025-02-14 21:00:00,17,16,0,5000,Winter,2,21
WEJH,WEJH,2025-02-14 21:00:00,20,4,2.6,9900,Winter,2,21
PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,2025-02-14 21:00:00,17,-2,3.1,9900,Winter,2,21
GURIAT,GURIAT,2025-02-14 21:00:00,6,-7,0,9900,Winter,2,21
TURAIF,TURAIF,2025-02-14 21:00:00,5,-8,3.1,9900,Winter,2,21
KING ABDULAZIZ INTL,KING ABDULAZIZ INTL,2025-02-14 21:00:00,24.9,18,4.6,10000,Winter,2,21
KING KHALED AB,KING KHALED AB,2025-02-14 21:00:00,19,6,0,9999,Winter,2,21
WADI AL DAWASIR,WADI AL DAWASIR,2025-02-14 21:00:00,23,7,8.2,9900,Winter,2,21
RAFHA,RAFHA,2025-02-14 21:00:00,12,-1,4.6,9900,Winter,2,21
HAIL,HAIL,2025-02-14 21:00:00,11.8,0,2.1,10000,Winter,2,21
GASSIM,GASSIM,2025-02-14 21:00:00,13.8,11,4.6,10000,Winter,2,21
GASSIM,GASSIM,2025-02-14 21:00:00,14,11,4.6,9999,Winter,2,21
QAISUMAH,QAISUMAH,2025-02-14 21:00:00,13.9,8,1.5,10000,Winter,2,21
QAISUMAH,QAISUMAH,2025-02-14 21:00:00,14,8,1.5,9999,Winter,2,21
BISHA,BISHA,2025-02-14 21:00:00,20.2,5,3.1,7000,Winter,2,21
DAMMAM (KING FAHD INT. AIRPORT),DAMMAM (KING FAHD INT. AIRPORT),2025-02-14 21:00:00,15.7,15,1.5,5000,Winter,2,21
KING ABDULAZIZ INTL,KING ABDULAZIZ INTL,2025-02-14 21:00:00,25,18,4.6,9999,Winter,2,21
MINA,MINA,2025-02-14 21:00:00,23.9,17,2.6,10000,Winter,2,21
AL-DAWADAMI,AL-DAWADAMI,2025-02-14 21:00:00,13.9,999.9,9.3,10000,Winter,2,21
KING KHALED INTL,KING KHALED INTL,2025-02-14 21:00:00,15,15,2.6,5000,Winter,2,21
ABHA,ABHA,2025-02-14 21:00:00,19,2,4.1,10000,Winter,2,21
ABHA,ABHA,2025-02-14 21:00:00,19,2,4.1,9999,Winter,2,21
KING ABDULAZIZ AB,KING ABDULAZIZ AB,2025-02-14 21:00:00,16,14,1,4000,Winter,2,21
AL AHSA,AL AHSA,2025-02-14 21:00:00,16.6,12,2.1,10000,Winter,2,21
AL AHSA,AL AHSA,2025-02-14 21:00:00,17,12,2.1,9900,Winter,2,21
WEJH,WEJH,2025-02-14 21:00:00,20,4,2.6,10000,Winter,2,21
GURIAT,GURIAT,2025-02-14 21:00:00,5.6,-7,0,10000,Winter,2,21
DAMMAM (KING FAHD INT. AIRPORT),DAMMAM (KING FAHD INT. AIRPORT),2025-02-14 21:00:00,16,15,1.5,5000,Winter,2,21
KING ABDULLAH BIN ABDULAZIZ,KING ABDULLAH BIN ABDULAZIZ,2025-02-14 21:00:00,27.4,23,1.5,10000,Winter,2,21
KING ABDULLAH BIN ABDULAZIZ,KING ABDULLAH BIN ABDULAZIZ,2025-02-14 21:00:00,27,23,1.5,9999,Winter,2,21
BISHA,BISHA,2025-02-14 21:00:00,20,5,3.1,7000,Winter,2,21
KING KHALED AB,KING KHALED AB,2025-02-14 21:00:00,19,6,0,10000,Winter,2,21
AL JOUF,AL JOUF,2025-02-14 21:00:00,10,-2,3.1,9900,Winter,2,21
RAFHA,RAFHA,2025-02-14 21:00:00,12,-1,4.6,10000,Winter,2,21
TURAIF,TURAIF,2025-02-14 21:00:00,5.3,-8,3.1,10000,Winter,2,21
ARAR,ARAR,2025-02-14 21:00:00,7.2,-4,2.1,10000,Winter,2,21
ARAR,ARAR,2025-02-14 21:00:00,7,-4,2.1,9900,Winter,2,21
PRINCE MOHAMMAD BIN ABDULAZIZ,PRINCE MOHAMMAD BIN ABDULAZIZ,2025-02-14 21:00:00,20.7,15,6.2,10000,Winter,2,21
YENBO,YENBO,2025-02-14 21:00:00,22.6,14,2.1,10000,Winter,2,21
YENBO,YENBO,2025-02-14 21:00:00,23,14,2.1,9999,Winter,2,21
HAIL,HAIL,2025-02-14 21:00:00,12,0,2.1,9900,Winter,2,21
SHARURAH,SHARURAH,2025-02-14 21:00:00,20.5,-4,0,10000,Winter,2,21
SHARURAH,SHARURAH,2025-02-14 21:00:00,21,-4,0,9900,Winter,2,21
PRINCE SALMAN BIN ABDULAZIZ,PRINCE SALMAN BIN ABDULAZIZ,2025-02-14 21:00:00,14,14,9.3,9999,Winter,2,21
AL BAHA,AL BAHA,2025-02-14 21:00:00,17.5,9,1.5,10000,Winter,2,21
AL BAHA,AL BAHA,2025-02-14 21:00:00,18,9,1.5,9900,Winter,2,21
WADI AL DAWASIR,WADI AL DAWASIR,2025-02-14 21:00:00,23.4,7,8.2,10000,Winter,2,21
TABUK,TABUK,2025-02-14 21:00:00,9.4,-4,2.1,10000,Winter,2,21
TABUK,TABUK,2025-02-14 21:00:00,9,-4,2.1,9900,Winter,2,21
PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,2025-02-14 21:00:00,17.3,-2,3.1,10000,Winter,2,21
NEJRAN,NEJRAN,2025-02-14 21:00:00,20,5,0,4000,Winter,2,21
NEJRAN,NEJRAN,2025-02-14 21:00:00,20,5,0,4000,Winter,2,21
KING KHALED INTL,KING KHALED INTL,2025-02-14 21:00:00,15,15,2.6,5000,Winter,2,21
PRINCE MOHAMMAD BIN ABDULAZIZ,PRINCE MOHAMMAD BIN ABDULAZIZ,2025-02-14 21:00:00,21,15,6.2,9999,Winter,2,21
AL JOUF,AL JOUF,2025-02-14 21:00:00,10.1,-2,3.1,10000,Winter,2,21
GASSIM,GASSIM,2025-02-14 20:00:00,14,11,4.6,8000,Winter,2,20
YENBO,YENBO,2025-02-14 20:00:00,23,13,4.1,9999,Winter,2,20
PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,2025-02-14 20:00:00,19,-1,2.1,9900,Winter,2,20
KING ABDULAZIZ AB,KING ABDULAZIZ AB,2025-02-14 20:00:00,17,16,1,4000,Winter,2,20
TURAIF,TURAIF,2025-02-14 20:00:00,6,-8,3.1,9900,Winter,2,20
PRINCE MOHAMMAD BIN ABDULAZIZ,PRINCE MOHAMMAD BIN ABDULAZIZ,2025-02-14 20:00:00,22,15,6.2,9999,Winter,2,20
TABUK,TABUK,2025-02-14 20:00:00,12,-3,5.1,9900,Winter,2,20
AL JOUF,AL JOUF,2025-02-14 20:00:00,11,-2,3.1,9900,Winter,2,20
ARAR,ARAR,2025-02-14 20:00:00,8,-5,3.1,9900,Winter,2,20
DAMMAM (KING FAHD INT. AIRPORT),DAMMAM (KING FAHD INT. AIRPORT),2025-02-14 20:00:00,16,15,2.6,6000,Winter,2,20
ABHA,ABHA,2025-02-14 20:00:00,18,6,3.1,9999,Winter,2,20
PRINCE SALMAN BIN ABDULAZIZ,PRINCE SALMAN BIN ABDULAZIZ,2025-02-14 20:00:00,14,14,9.3,9999,Winter,2,20
WEJH,WEJH,2025-02-14 20:00:00,19,7,2.1,9900,Winter,2,20
RAFHA,RAFHA,2025-02-14 20:00:00,13,-1,5.1,9900,Winter,2,20
KING ABDULLAH BIN ABDULAZIZ,KING ABDULLAH BIN ABDULAZIZ,2025-02-14 20:00:00,28,23,1.5,9999,Winter,2,20
SHARURAH,SHARURAH,2025-02-14 20:00:00,23,-2,0,9900,Winter,2,20
NEJRAN,NEJRAN,2025-02-14 20:00:00,20,5,0,4000,Winter,2,20
AL AHSA,AL AHSA,2025-02-14 20:00:00,17,13,3.6,9900,Winter,2,20
KING KHALED INTL,KING KHALED INTL,2025-02-14 20:00:00,15,15,3.6,5000,Winter,2,20
HAIL,HAIL,2025-02-14 20:00:00,12,-1,4.1,9999,Winter,2,20
AL BAHA,AL BAHA,2025-02-14 20:00:00,18,10,2.1,9999,Winter,2,20
BISHA,BISHA,2025-02-14 20:00:00,21,6,1.5,6000,Winter,2,20
WADI AL DAWASIR,WADI AL DAWASIR,2025-02-14 20:00:00,24,7,7.2,9900,Winter,2,20
TAIF,TAIF,2025-02-14 20:00:00,17,16,0,6000,Winter,2,20
KING KHALED AB,KING KHALED AB,2025-02-14 20:00:00,20,0,2.1,9999,Winter,2,20
QAISUMAH,QAISUMAH,2025-02-14 20:00:00,15,9,2.6,9999,Winter,2,20
KING ABDULAZIZ INTL,KING ABDULAZIZ INTL,2025-02-14 20:00:00,25,18,1,9999,Winter,2,20
GURIAT,GURIAT,2025-02-14 20:00:00,6,-7,0,9900,Winter,2,20
GASSIM,GASSIM,2025-02-14 19:32:00,15,10,4.1,8000,Winter,2,19
TAIF,TAIF,2025-02-14 19:00:00,18,14,0,9900,Winter,2,19
TABUK,TABUK,2025-02-14 19:00:00,14,-3,6.2,9900,Winter,2,19
YENBO,YENBO,2025-02-14 19:00:00,24,12,4.1,9999,Winter,2,19
QAISUMAH,QAISUMAH,2025-02-14 19:00:00,16,10,2.6,9999,Winter,2,19
ABHA,ABHA,2025-02-14 19:00:00,19,5,2.1,9999,Winter,2,19
BISHA,BISHA,2025-02-14 19:00:00,22,6,1,6000,Winter,2,19
TURAIF,TURAIF,2025-02-14 19:00:00,6,-8,2.1,9900,Winter,2,19
HAIL,HAIL,2025-02-14 19:00:00,13,-1,5.1,9999,Winter,2,19
GURIAT,GURIAT,2025-02-14 19:00:00,7,-7,2.1,9900,Winter,2,19
KING KHALED AB,KING KHALED AB,2025-02-14 19:00:00,20,0,2.6,9999,Winter,2,19
DAMMAM (KING FAHD INT. AIRPORT),DAMMAM (KING FAHD INT. AIRPORT),2025-02-14 19:00:00,17,14,2.1,6000,Winter,2,19
KING KHALED INTL,KING KHALED INTL,2025-02-14 19:00:00,16,15,3.6,5000,Winter,2,19
PRINCE SALMAN BIN ABDULAZIZ,PRINCE SALMAN BIN ABDULAZIZ,2025-02-14 19:00:00,14,14,9.3,9999,Winter,2,19
AL JOUF,AL JOUF,2025-02-14 19:00:00,12,-2,3.1,9900,Winter,2,19
PRINCE MOHAMMAD BIN ABDULAZIZ,PRINCE MOHAMMAD BIN ABDULAZIZ,2025-02-14 19:00:00,25,15,2.1,9999,Winter,2,19
RAFHA,RAFHA,2025-02-14 19:00:00,13,-1,5.1,9900,Winter,2,19
KING ABDULLAH BIN ABDULAZIZ,KING ABDULLAH BIN ABDULAZIZ,2025-02-14 19:00:00,28,22,1.5,9999,Winter,2,19
KING ABDULAZIZ INTL,KING ABDULAZIZ INTL,2025-02-14 19:00:00,25,17,3.1,9999,Winter,2,19
AL AHSA,AL AHSA,2025-02-14 19:00:00,18,13,3.1,9999,Winter,2,19
NEJRAN,NEJRAN,2025-02-14 19:00:00,22,5,2.1,3000,Winter,2,19
SHARURAH,SHARURAH,2025-02-14 19:00:00,24,-4,0,9900,Winter,2,19
KING ABDULAZIZ AB,KING ABDULAZIZ AB,2025-02-14 19:00:00,17,16,2.6,5000,Winter,2,19
AL BAHA,AL BAHA,2025-02-14 19:00:00,19,6,4.1,9999,Winter,2,19
WADI AL DAWASIR,WADI AL DAWASIR,2025-02-14 19:00:00,24,6,6.2,9900,Winter,2,19
WEJH,WEJH,2025-02-14 19:00:00,20,10,2.6,9900,Winter,2,19
PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,2025-02-14 19:00:00,20,-1,6.2,9900,Winter,2,19
GASSIM,GASSIM,2025-02-14 19:00:00,15,9,5.1,9999,Winter,2,19
ARAR,ARAR,2025-02-14 19:00:00,8,-7,4.1,9900,Winter,2,19
AL BAHA,AL BAHA,2025-02-14 18:00:00,20.5,3,2.1,10000,Winter,2,18
AL JOUF,AL JOUF,2025-02-14 18:00:00,12.1,-2,2.6,10000,Winter,2,18
AL AHSA,AL AHSA,2025-02-14 18:00:00,18.2,13,4.6,10000,Winter,2,18
PRINCE MOHAMMAD BIN ABDULAZIZ,PRINCE MOHAMMAD BIN ABDULAZIZ,2025-02-14 18:00:00,24.8,15,1,10000,Winter,2,18
DAMMAM (KING FAHD INT. AIRPORT),DAMMAM (KING FAHD INT. AIRPORT),2025-02-14 18:00:00,17,14,2.6,7000,Winter,2,18
KING ABDULAZIZ AB,KING ABDULAZIZ AB,2025-02-14 18:00:00,18,16,2.6,6000,Winter,2,18
ARAR,ARAR,2025-02-14 18:00:00,9.2,-7,3.1,10000,Winter,2,18
RAFHA,RAFHA,2025-02-14 18:00:00,14.2,0,4.6,10000,Winter,2,18
WADI AL DAWASIR,WADI AL DAWASIR,2025-02-14 18:00:00,25,6,5.1,9900,Winter,2,18
TURAIF,TURAIF,2025-02-14 18:00:00,7.4,-9,0,10000,Winter,2,18
TURAIF,TURAIF,2025-02-14 18:00:00,7,-9,0,9900,Winter,2,18
AL AHSA,AL AHSA,2025-02-14 18:00:00,18,13,4.6,9999,Winter,2,18
PRINCE MOHAMMAD BIN ABDULAZIZ,PRINCE MOHAMMAD BIN ABDULAZIZ,2025-02-14 18:00:00,25,15,1,9999,Winter,2,18
TABUK,TABUK,2025-02-14 18:00:00,15,-4,5.7,9900,Winter,2,18
HAIL,HAIL,2025-02-14 18:00:00,13.6,2,5.1,10000,Winter,2,18
ARAR,ARAR,2025-02-14 18:00:00,9,-7,3.1,9900,Winter,2,18
GURIAT,GURIAT,2025-02-14 18:00:00,7.4,-8,2.1,10000,Winter,2,18
PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,2025-02-14 18:00:00,20.6,2,6.2,10000,Winter,2,18
QAISUMAH,QAISUMAH,2025-02-14 18:00:00,16.1,10,2.6,10000,Winter,2,18
WEJH,WEJH,2025-02-14 18:00:00,21.7,10,4.6,10000,Winter,2,18
TAIF,TAIF,2025-02-14 18:00:00,18.2,14,0,10000,Winter,2,18
YENBO,YENBO,2025-02-14 18:00:00,24,13,5.1,10000,Winter,2,18
YENBO,YENBO,2025-02-14 18:00:00,24,13,5.1,9999,Winter,2,18
KING KHALED INTL,KING KHALED INTL,2025-02-14 18:00:00,16,15,4.1,5000,Winter,2,18
NEJRAN,NEJRAN,2025-02-14 18:00:00,22.7,4,2.1,3000,Winter,2,18
NEJRAN,NEJRAN,2025-02-14 18:00:00,23,4,2.1,3000,Winter,2,18
PRINCE SALMAN BIN ABDULAZIZ,PRINCE SALMAN BIN ABDULAZIZ,2025-02-14 18:00:00,16,15,6.2,9000,Winter,2,18
TABUK,TABUK,2025-02-14 18:00:00,14.8,-4,5.7,10000,Winter,2,18
GASSIM,GASSIM,2025-02-14 18:00:00,15.1,8,5.7,10000,Winter,2,18
WEJH,WEJH,2025-02-14 18:00:00,22,10,4.6,9900,Winter,2,18
RAFHA,RAFHA,2025-02-14 18:00:00,14,0,4.6,9900,Winter,2,18
AL-DAWADAMI,AL-DAWADAMI,2025-02-14 18:00:00,15.5,15,6.2,9000,Winter,2,18
KING ABDULAZIZ INTL,KING ABDULAZIZ INTL,2025-02-14 18:00:00,24.6,17,4.6,10000,Winter,2,18
SHARURAH,SHARURAH,2025-02-14 18:00:00,25,-2,1.5,10000,Winter,2,18
SHARURAH,SHARURAH,2025-02-14 18:00:00,25,-2,1.5,9900,Winter,2,18
WADI AL DAWASIR,WADI AL DAWASIR,2025-02-14 18:00:00,24.6,6,5.1,10000,Winter,2,18
PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,2025-02-14 18:00:00,21,2,6.2,9900,Winter,2,18
